* RegName			Page			Addr			Defval			Value
*--------------------------------------------------------------------------------
*  Periphery register map
*--------------------------------------------------------------------------------
AC_ReadCounterMSB_S43			0x0			0x6aa			0x0			0x0
AC_ReadCounterMSB_S44			0x0			0x6ab			0x0			0x0
AC_ReadCounterMSB_S45			0x0			0x6ac			0x0			0x0
AC_ReadCounterMSB_S46			0x0			0x6ad			0x0			0x0
AC_ReadCounterMSB_S47			0x0			0x6ae			0x0			0x0
AC_ReadCounterMSB_S48			0x0			0x6af			0x0			0x0
AC_ReadCounterMSB_S49			0x0			0x6b0			0x0			0x0
AC_ReadCounterMSB_S50			0x0			0x6b1			0x0			0x0
AC_ReadCounterMSB_S51			0x0			0x6b2			0x0			0x0
AC_ReadCounterMSB_S52			0x0			0x6b3			0x0			0x0
AC_ReadCounterMSB_S53			0x0			0x6b4			0x0			0x0
AC_ReadCounterMSB_S54			0x0			0x6b5			0x0			0x0
AC_ReadCounterMSB_S55			0x0			0x6b6			0x0			0x0
AC_ReadCounterMSB_S56			0x0			0x6b7			0x0			0x0
AC_ReadCounterMSB_S57			0x0			0x6b8			0x0			0x0
AC_ReadCounterMSB_S58			0x0			0x6b9			0x0			0x0
AC_ReadCounterMSB_S59			0x0			0x6ba			0x0			0x0
AC_ReadCounterMSB_S60			0x0			0x6bb			0x0			0x0
AC_ReadCounterMSB_S61			0x0			0x6bc			0x0			0x0
AC_ReadCounterMSB_S62			0x0			0x6bd			0x0			0x0
AC_ReadCounterMSB_S63			0x0			0x6be			0x0			0x0
AC_ReadCounterMSB_S64			0x0			0x6bf			0x0			0x0
AC_ReadCounterMSB_S65			0x0			0x6c0			0x0			0x0
AC_ReadCounterMSB_S66			0x0			0x6c1			0x0			0x0
AC_ReadCounterMSB_S67			0x0			0x6c2			0x0			0x0
AC_ReadCounterMSB_S68			0x0			0x6c3			0x0			0x0
AC_ReadCounterMSB_S69			0x0			0x6c4			0x0			0x0
AC_ReadCounterMSB_S70			0x0			0x6c5			0x0			0x0
AC_ReadCounterMSB_S71			0x0			0x6c6			0x0			0x0
AC_ReadCounterMSB_S72			0x0			0x6c7			0x0			0x0
AC_ReadCounterMSB_S73			0x0			0x6c8			0x0			0x0
AC_ReadCounterMSB_S74			0x0			0x6c9			0x0			0x0
AC_ReadCounterMSB_S75			0x0			0x6ca			0x0			0x0
AC_ReadCounterMSB_S76			0x0			0x6cb			0x0			0x0
AC_ReadCounterMSB_S77			0x0			0x6cc			0x0			0x0
AC_ReadCounterMSB_S78			0x0			0x6cd			0x0			0x0
AC_ReadCounterMSB_S79			0x0			0x6ce			0x0			0x0
AC_ReadCounterMSB_S80			0x0			0x6cf			0x0			0x0
AC_ReadCounterMSB_S81			0x0			0x6d0			0x0			0x0
AC_ReadCounterMSB_S82			0x0			0x6d1			0x0			0x0
AC_ReadCounterMSB_S83			0x0			0x6d2			0x0			0x0
AC_ReadCounterMSB_S84			0x0			0x6d3			0x0			0x0
AC_ReadCounterMSB_S85			0x0			0x6d4			0x0			0x0
AC_ReadCounterMSB_S86			0x0			0x6d5			0x0			0x0
AC_ReadCounterMSB_S87			0x0			0x6d6			0x0			0x0
AC_ReadCounterMSB_S88			0x0			0x6d7			0x0			0x0
AC_ReadCounterMSB_S89			0x0			0x6d8			0x0			0x0
AC_ReadCounterMSB_S90			0x0			0x6d9			0x0			0x0
AC_ReadCounterMSB_S91			0x0			0x6da			0x0			0x0
AC_ReadCounterMSB_S92			0x0			0x6db			0x0			0x0
AC_ReadCounterMSB_S93			0x0			0x6dc			0x0			0x0
AC_ReadCounterMSB_S94			0x0			0x6dd			0x0			0x0
AC_ReadCounterMSB_S95			0x0			0x6de			0x0			0x0
AC_ReadCounterMSB_S96			0x0			0x6df			0x0			0x0
AC_ReadCounterMSB_S97			0x0			0x6e0			0x0			0x0
AC_ReadCounterMSB_S98			0x0			0x6e1			0x0			0x0
AC_ReadCounterMSB_S99			0x0			0x6e2			0x0			0x0
AC_ReadCounterMSB_S100			0x0			0x6e3			0x0			0x0
AC_ReadCounterMSB_S101			0x0			0x6e4			0x0			0x0
AC_ReadCounterMSB_S102			0x0			0x6e5			0x0			0x0
AC_ReadCounterMSB_S103			0x0			0x6e6			0x0			0x0
AC_ReadCounterMSB_S104			0x0			0x6e7			0x0			0x0
AC_ReadCounterMSB_S105			0x0			0x6e8			0x0			0x0
AC_ReadCounterMSB_S106			0x0			0x6e9			0x0			0x0
AC_ReadCounterMSB_S107			0x0			0x6ea			0x0			0x0
AC_ReadCounterMSB_S108			0x0			0x6eb			0x0			0x0
AC_ReadCounterMSB_S109			0x0			0x6ec			0x0			0x0
AC_ReadCounterMSB_S110			0x0			0x6ed			0x0			0x0
AC_ReadCounterMSB_S111			0x0			0x6ee			0x0			0x0
AC_ReadCounterMSB_S112			0x0			0x6ef			0x0			0x0
AC_ReadCounterMSB_S113			0x0			0x6f0			0x0			0x0
AC_ReadCounterMSB_S114			0x0			0x6f1			0x0			0x0
AC_ReadCounterMSB_S115			0x0			0x6f2			0x0			0x0
AC_ReadCounterMSB_S116			0x0			0x6f3			0x0			0x0
AC_ReadCounterMSB_S117			0x0			0x6f4			0x0			0x0
AC_ReadCounterMSB_S118			0x0			0x6f5			0x0			0x0
AC_ReadCounterMSB_S119			0x0			0x6f6			0x0			0x0
AC_ReadCounterMSB_S120			0x0			0x6f7			0x0			0x0
StripControl2_S1			0x0			0x100			0x1			0x1
StripControl2_S2			0x0			0x101			0x1			0x1
StripControl2_S3			0x0			0x102			0x1			0x1
StripControl2_S4			0x0			0x103			0x1			0x1
StripControl2_S5			0x0			0x104			0x1			0x1
StripControl2_S6			0x0			0x105			0x1			0x1
StripControl2_S7			0x0			0x106			0x1			0x1
StripControl2_S8			0x0			0x107			0x1			0x1
StripControl2_S9			0x0			0x108			0x1			0x1
StripControl2_S10			0x0			0x109			0x1			0x1
StripControl2_S11			0x0			0x10a			0x1			0x1
StripControl2_S12			0x0			0x10b			0x1			0x1
StripControl2_S13			0x0			0x10c			0x1			0x1
StripControl2_S14			0x0			0x10d			0x1			0x1
StripControl2_S15			0x0			0x10e			0x1			0x1
StripControl2_S16			0x0			0x10f			0x1			0x1
StripControl2_S17			0x0			0x110			0x1			0x1
StripControl2_S18			0x0			0x111			0x1			0x1
StripControl2_S19			0x0			0x112			0x1			0x1
StripControl2_S20			0x0			0x113			0x1			0x1
StripControl2_S21			0x0			0x114			0x1			0x1
StripControl2_S22			0x0			0x115			0x1			0x1
StripControl2_S23			0x0			0x116			0x1			0x1
StripControl2_S24			0x0			0x117			0x1			0x1
StripControl2_S25			0x0			0x118			0x1			0x1
StripControl2_S26			0x0			0x119			0x1			0x1
StripControl2_S27			0x0			0x11a			0x1			0x1
StripControl2_S28			0x0			0x11b			0x1			0x1
StripControl2_S29			0x0			0x11c			0x1			0x1
StripControl2_S30			0x0			0x11d			0x1			0x1
StripControl2_S31			0x0			0x11e			0x1			0x1
StripControl2_S32			0x0			0x11f			0x1			0x1
StripControl2_S33			0x0			0x120			0x1			0x1
StripControl2_S34			0x0			0x121			0x1			0x1
StripControl2_S35			0x0			0x122			0x1			0x1
StripControl2_S36			0x0			0x123			0x1			0x1
StripControl2_S37			0x0			0x124			0x1			0x1
StripControl2_S38			0x0			0x125			0x1			0x1
StripControl2_S39			0x0			0x126			0x1			0x1
StripControl2_S40			0x0			0x127			0x1			0x1
StripControl2_S41			0x0			0x128			0x1			0x1
StripControl2_S42			0x0			0x129			0x1			0x1
StripControl2_S43			0x0			0x12a			0x1			0x1
StripControl2_S44			0x0			0x12b			0x1			0x1
StripControl2_S45			0x0			0x12c			0x1			0x1
StripControl2_S46			0x0			0x12d			0x1			0x1
StripControl2_S47			0x0			0x12e			0x1			0x1
StripControl2_S48			0x0			0x12f			0x1			0x1
StripControl2_S49			0x0			0x130			0x1			0x1
StripControl2_S50			0x0			0x131			0x1			0x1
StripControl2_S51			0x0			0x132			0x1			0x1
StripControl2_S52			0x0			0x133			0x1			0x1
StripControl2_S53			0x0			0x134			0x1			0x1
StripControl2_S54			0x0			0x135			0x1			0x1
StripControl2_S55			0x0			0x136			0x1			0x1
StripControl2_S56			0x0			0x137			0x1			0x1
StripControl2_S57			0x0			0x138			0x1			0x1
StripControl2_S58			0x0			0x139			0x1			0x1
StripControl2_S59			0x0			0x13a			0x1			0x1
StripControl2_S60			0x0			0x13b			0x1			0x1
StripControl2_S61			0x0			0x13c			0x1			0x1
StripControl2_S62			0x0			0x13d			0x1			0x1
StripControl2_S63			0x0			0x13e			0x1			0x1
StripControl2_S64			0x0			0x13f			0x1			0x1
StripControl2_S65			0x0			0x140			0x1			0x1
StripControl2_S66			0x0			0x141			0x1			0x1
StripControl2_S67			0x0			0x142			0x1			0x1
StripControl2_S68			0x0			0x143			0x1			0x1
StripControl2_S69			0x0			0x144			0x1			0x1
StripControl2_S70			0x0			0x145			0x1			0x1
StripControl2_S71			0x0			0x146			0x1			0x1
StripControl2_S72			0x0			0x147			0x1			0x1
StripControl2_S73			0x0			0x148			0x1			0x1
StripControl2_S74			0x0			0x149			0x1			0x1
StripControl2_S75			0x0			0x14a			0x1			0x1
StripControl2_S76			0x0			0x14b			0x1			0x1
StripControl2_S77			0x0			0x14c			0x1			0x1
StripControl2_S78			0x0			0x14d			0x1			0x1
StripControl2_S79			0x0			0x14e			0x1			0x1
StripControl2_S80			0x0			0x14f			0x1			0x1
StripControl2_S81			0x0			0x150			0x1			0x1
StripControl2_S82			0x0			0x151			0x1			0x1
StripControl2_S83			0x0			0x152			0x1			0x1
StripControl2_S84			0x0			0x153			0x1			0x1
StripControl2_S85			0x0			0x154			0x1			0x1
StripControl2_S86			0x0			0x155			0x1			0x1
StripControl2_S87			0x0			0x156			0x1			0x1
StripControl2_S88			0x0			0x157			0x1			0x1
StripControl2_S89			0x0			0x158			0x1			0x1
StripControl2_S90			0x0			0x159			0x1			0x1
StripControl2_S91			0x0			0x15a			0x1			0x1
StripControl2_S92			0x0			0x15b			0x1			0x1
StripControl2_S93			0x0			0x15c			0x1			0x1
StripControl2_S94			0x0			0x15d			0x1			0x1
StripControl2_S95			0x0			0x15e			0x1			0x1
StripControl2_S96			0x0			0x15f			0x1			0x1
StripControl2_S97			0x0			0x160			0x1			0x1
StripControl2_S98			0x0			0x161			0x1			0x1
StripControl2_S99			0x0			0x162			0x1			0x1
StripControl2_S100			0x0			0x163			0x1			0x1
StripControl2_S101			0x0			0x164			0x1			0x1
StripControl2_S102			0x0			0x165			0x1			0x1
StripControl2_S103			0x0			0x166			0x1			0x1
StripControl2_S104			0x0			0x167			0x1			0x1
StripControl2_S105			0x0			0x168			0x1			0x1
StripControl2_S106			0x0			0x169			0x1			0x1
StripControl2_S107			0x0			0x16a			0x1			0x1
StripControl2_S108			0x0			0x16b			0x1			0x1
StripControl2_S109			0x0			0x16c			0x1			0x1
StripControl2_S110			0x0			0x16d			0x1			0x1
StripControl2_S111			0x0			0x16e			0x1			0x1
StripControl2_S112			0x0			0x16f			0x1			0x1
StripControl2_S113			0x0			0x170			0x1			0x1
StripControl2_S114			0x0			0x171			0x1			0x1
StripControl2_S115			0x0			0x172			0x1			0x1
StripControl2_S116			0x0			0x173			0x1			0x1
StripControl2_S117			0x0			0x174			0x1			0x1
StripControl2_S118			0x0			0x175			0x1			0x1
StripControl2_S119			0x0			0x176			0x1			0x1
StripControl2_S120			0x0			0x177			0x1			0x1
ENFLAGS_S1			0x0			0x000			0x1			0x1
ENFLAGS_S2			0x0			0x001			0x1			0x1
ENFLAGS_S3			0x0			0x002			0x1			0x1
ENFLAGS_S4			0x0			0x003			0x1			0x1
ENFLAGS_S5			0x0			0x004			0x1			0x1
ENFLAGS_S6			0x0			0x005			0x1			0x1
ENFLAGS_S7			0x0			0x006			0x1			0x1
ENFLAGS_S8			0x0			0x007			0x1			0x1
ENFLAGS_S9			0x0			0x008			0x1			0x1
ENFLAGS_S10			0x0			0x009			0x1			0x1
ENFLAGS_S11			0x0			0x00a			0x1			0x1
ENFLAGS_S12			0x0			0x00b			0x1			0x1
ENFLAGS_S13			0x0			0x00c			0x1			0x1
ENFLAGS_S14			0x0			0x00d			0x1			0x1
ENFLAGS_S15			0x0			0x00e			0x1			0x1
ENFLAGS_S16			0x0			0x00f			0x1			0x1
ENFLAGS_S17			0x0			0x010			0x1			0x1
ENFLAGS_S18			0x0			0x011			0x1			0x1
ENFLAGS_S19			0x0			0x012			0x1			0x1
ENFLAGS_S20			0x0			0x013			0x1			0x1
ENFLAGS_S21			0x0			0x014			0x1			0x1
ENFLAGS_S22			0x0			0x015			0x1			0x1
ENFLAGS_S23			0x0			0x016			0x1			0x1
ENFLAGS_S24			0x0			0x017			0x1			0x1
ENFLAGS_S25			0x0			0x018			0x1			0x1
ENFLAGS_S26			0x0			0x019			0x1			0x1
ENFLAGS_S27			0x0			0x01a			0x1			0x1
ENFLAGS_S28			0x0			0x01b			0x1			0x1
ENFLAGS_S29			0x0			0x01c			0x1			0x1
ENFLAGS_S30			0x0			0x01d			0x1			0x1
ENFLAGS_S31			0x0			0x01e			0x1			0x1
ENFLAGS_S32			0x0			0x01f			0x1			0x1
ENFLAGS_S33			0x0			0x020			0x1			0x1
ENFLAGS_S34			0x0			0x021			0x1			0x1
ENFLAGS_S35			0x0			0x022			0x1			0x1
ENFLAGS_S36			0x0			0x023			0x1			0x1
ENFLAGS_S37			0x0			0x024			0x1			0x1
ENFLAGS_S38			0x0			0x025			0x1			0x1
ENFLAGS_S39			0x0			0x026			0x1			0x1
ENFLAGS_S40			0x0			0x027			0x1			0x1
ENFLAGS_S41			0x0			0x028			0x1			0x1
ENFLAGS_S42			0x0			0x029			0x1			0x1
ENFLAGS_S43			0x0			0x02a			0x1			0x1
ENFLAGS_S44			0x0			0x02b			0x1			0x1
ENFLAGS_S45			0x0			0x02c			0x1			0x1
ENFLAGS_S46			0x0			0x02d			0x1			0x1
ENFLAGS_S47			0x0			0x02e			0x1			0x1
ENFLAGS_S48			0x0			0x02f			0x1			0x1
ENFLAGS_S49			0x0			0x030			0x1			0x1
ENFLAGS_S50			0x0			0x031			0x1			0x1
ENFLAGS_S51			0x0			0x032			0x1			0x1
ENFLAGS_S52			0x0			0x033			0x1			0x1
ENFLAGS_S53			0x0			0x034			0x1			0x1
ENFLAGS_S54			0x0			0x035			0x1			0x1
ENFLAGS_S55			0x0			0x036			0x1			0x1
ENFLAGS_S56			0x0			0x037			0x1			0x1
ENFLAGS_S57			0x0			0x038			0x1			0x1
ENFLAGS_S58			0x0			0x039			0x1			0x1
ENFLAGS_S59			0x0			0x03a			0x1			0x1
ENFLAGS_S60			0x0			0x03b			0x1			0x1
ENFLAGS_S61			0x0			0x03c			0x1			0x1
ENFLAGS_S62			0x0			0x03d			0x1			0x1
ENFLAGS_S63			0x0			0x03e			0x1			0x1
ENFLAGS_S64			0x0			0x03f			0x1			0x1
ENFLAGS_S65			0x0			0x040			0x1			0x1
ENFLAGS_S66			0x0			0x041			0x1			0x1
ENFLAGS_S67			0x0			0x042			0x1			0x1
ENFLAGS_S68			0x0			0x043			0x1			0x1
ENFLAGS_S69			0x0			0x044			0x1			0x1
ENFLAGS_S70			0x0			0x045			0x1			0x1
ENFLAGS_S71			0x0			0x046			0x1			0x1
ENFLAGS_S72			0x0			0x047			0x1			0x1
ENFLAGS_S73			0x0			0x048			0x1			0x1
ENFLAGS_S74			0x0			0x049			0x1			0x1
ENFLAGS_S75			0x0			0x04a			0x1			0x1
ENFLAGS_S76			0x0			0x04b			0x1			0x1
ENFLAGS_S77			0x0			0x04c			0x1			0x1
ENFLAGS_S78			0x0			0x04d			0x1			0x1
ENFLAGS_S79			0x0			0x04e			0x1			0x1
ENFLAGS_S80			0x0			0x04f			0x1			0x1
ENFLAGS_S81			0x0			0x050			0x1			0x1
ENFLAGS_S82			0x0			0x051			0x1			0x1
ENFLAGS_S83			0x0			0x052			0x1			0x1
ENFLAGS_S84			0x0			0x053			0x1			0x1
ENFLAGS_S85			0x0			0x054			0x1			0x1
ENFLAGS_S86			0x0			0x055			0x1			0x1
ENFLAGS_S87			0x0			0x056			0x1			0x1
ENFLAGS_S88			0x0			0x057			0x1			0x1
ENFLAGS_S89			0x0			0x058			0x1			0x1
ENFLAGS_S90			0x0			0x059			0x1			0x1
ENFLAGS_S91			0x0			0x05a			0x1			0x1
ENFLAGS_S92			0x0			0x05b			0x1			0x1
ENFLAGS_S93			0x0			0x05c			0x1			0x1
ENFLAGS_S94			0x0			0x05d			0x1			0x1
ENFLAGS_S95			0x0			0x05e			0x1			0x1
ENFLAGS_S96			0x0			0x05f			0x1			0x1
ENFLAGS_S97			0x0			0x060			0x1			0x1
ENFLAGS_S98			0x0			0x061			0x1			0x1
ENFLAGS_S99			0x0			0x062			0x1			0x1
ENFLAGS_S100			0x0			0x063			0x1			0x1
ENFLAGS_S101			0x0			0x064			0x1			0x1
ENFLAGS_S102			0x0			0x065			0x1			0x1
ENFLAGS_S103			0x0			0x066			0x1			0x1
ENFLAGS_S104			0x0			0x067			0x1			0x1
ENFLAGS_S105			0x0			0x068			0x1			0x1
ENFLAGS_S106			0x0			0x069			0x1			0x1
ENFLAGS_S107			0x0			0x06a			0x1			0x1
ENFLAGS_S108			0x0			0x06b			0x1			0x1
ENFLAGS_S109			0x0			0x06c			0x1			0x1
ENFLAGS_S110			0x0			0x06d			0x1			0x1
ENFLAGS_S111			0x0			0x06e			0x1			0x1
ENFLAGS_S112			0x0			0x06f			0x1			0x1
ENFLAGS_S113			0x0			0x070			0x1			0x1
ENFLAGS_S114			0x0			0x071			0x1			0x1
ENFLAGS_S115			0x0			0x072			0x1			0x1
ENFLAGS_S116			0x0			0x073			0x1			0x1
ENFLAGS_S117			0x0			0x074			0x1			0x1
ENFLAGS_S118			0x0			0x075			0x1			0x1
ENFLAGS_S119			0x0			0x076			0x1			0x1
ENFLAGS_S120			0x0			0x077			0x1			0x1
DigCalibPattern_H_S1			0x0			0x400			0xff			0xff
DigCalibPattern_H_S2			0x0			0x401			0xff			0xff
DigCalibPattern_H_S3			0x0			0x402			0xff			0xff
DigCalibPattern_H_S4			0x0			0x403			0xff			0xff
DigCalibPattern_H_S5			0x0			0x404			0xff			0xff
DigCalibPattern_H_S6			0x0			0x405			0xff			0xff
DigCalibPattern_H_S7			0x0			0x406			0xff			0xff
DigCalibPattern_H_S8			0x0			0x407			0xff			0xff
DigCalibPattern_H_S9			0x0			0x408			0xff			0xff
DigCalibPattern_H_S10			0x0			0x409			0xff			0xff
DigCalibPattern_H_S11			0x0			0x40a			0xff			0xff
DigCalibPattern_H_S12			0x0			0x40b			0xff			0xff
DigCalibPattern_H_S13			0x0			0x40c			0xff			0xff
DigCalibPattern_H_S14			0x0			0x40d			0xff			0xff
DigCalibPattern_H_S15			0x0			0x40e			0xff			0xff
DigCalibPattern_H_S16			0x0			0x40f			0xff			0xff
DigCalibPattern_H_S17			0x0			0x410			0xff			0xff
DigCalibPattern_H_S18			0x0			0x411			0xff			0xff
DigCalibPattern_H_S19			0x0			0x412			0xff			0xff
DigCalibPattern_H_S20			0x0			0x413			0xff			0xff
DigCalibPattern_H_S21			0x0			0x414			0xff			0xff
DigCalibPattern_H_S22			0x0			0x415			0xff			0xff
DigCalibPattern_H_S23			0x0			0x416			0xff			0xff
DigCalibPattern_H_S24			0x0			0x417			0xff			0xff
DigCalibPattern_H_S25			0x0			0x418			0xff			0xff
DigCalibPattern_H_S26			0x0			0x419			0xff			0xff
DigCalibPattern_H_S27			0x0			0x41a			0xff			0xff
DigCalibPattern_H_S28			0x0			0x41b			0xff			0xff
DigCalibPattern_H_S29			0x0			0x41c			0xff			0xff
DigCalibPattern_H_S30			0x0			0x41d			0xff			0xff
DigCalibPattern_H_S31			0x0			0x41e			0xff			0xff
DigCalibPattern_H_S32			0x0			0x41f			0xff			0xff
DigCalibPattern_H_S33			0x0			0x420			0xff			0xff
DigCalibPattern_H_S34			0x0			0x421			0xff			0xff
DigCalibPattern_H_S35			0x0			0x422			0xff			0xff
DigCalibPattern_H_S36			0x0			0x423			0xff			0xff
DigCalibPattern_H_S37			0x0			0x424			0xff			0xff
DigCalibPattern_H_S38			0x0			0x425			0xff			0xff
DigCalibPattern_H_S39			0x0			0x426			0xff			0xff
DigCalibPattern_H_S40			0x0			0x427			0xff			0xff
DigCalibPattern_H_S41			0x0			0x428			0xff			0xff
DigCalibPattern_H_S42			0x0			0x429			0xff			0xff
DigCalibPattern_H_S43			0x0			0x42a			0xff			0xff
DigCalibPattern_H_S44			0x0			0x42b			0xff			0xff
DigCalibPattern_H_S45			0x0			0x42c			0xff			0xff
DigCalibPattern_H_S46			0x0			0x42d			0xff			0xff
DigCalibPattern_H_S47			0x0			0x42e			0xff			0xff
DigCalibPattern_H_S48			0x0			0x42f			0xff			0xff
DigCalibPattern_H_S49			0x0			0x430			0xff			0xff
DigCalibPattern_H_S50			0x0			0x431			0xff			0xff
DigCalibPattern_H_S51			0x0			0x432			0xff			0xff
DigCalibPattern_H_S52			0x0			0x433			0xff			0xff
DigCalibPattern_H_S53			0x0			0x434			0xff			0xff
DigCalibPattern_H_S54			0x0			0x435			0xff			0xff
DigCalibPattern_H_S55			0x0			0x436			0xff			0xff
DigCalibPattern_H_S56			0x0			0x437			0xff			0xff
DigCalibPattern_H_S57			0x0			0x438			0xff			0xff
DigCalibPattern_H_S58			0x0			0x439			0xff			0xff
DigCalibPattern_H_S59			0x0			0x43a			0xff			0xff
DigCalibPattern_H_S60			0x0			0x43b			0xff			0xff
DigCalibPattern_H_S61			0x0			0x43c			0xff			0xff
DigCalibPattern_H_S62			0x0			0x43d			0xff			0xff
DigCalibPattern_H_S63			0x0			0x43e			0xff			0xff
DigCalibPattern_H_S64			0x0			0x43f			0xff			0xff
DigCalibPattern_H_S65			0x0			0x440			0xff			0xff
DigCalibPattern_H_S66			0x0			0x441			0xff			0xff
DigCalibPattern_H_S67			0x0			0x442			0xff			0xff
DigCalibPattern_H_S68			0x0			0x443			0xff			0xff
DigCalibPattern_H_S69			0x0			0x444			0xff			0xff
DigCalibPattern_H_S70			0x0			0x445			0xff			0xff
DigCalibPattern_H_S71			0x0			0x446			0xff			0xff
DigCalibPattern_H_S72			0x0			0x447			0xff			0xff
DigCalibPattern_H_S73			0x0			0x448			0xff			0xff
DigCalibPattern_H_S74			0x0			0x449			0xff			0xff
DigCalibPattern_H_S75			0x0			0x44a			0xff			0xff
DigCalibPattern_H_S76			0x0			0x44b			0xff			0xff
DigCalibPattern_H_S77			0x0			0x44c			0xff			0xff
DigCalibPattern_H_S78			0x0			0x44d			0xff			0xff
DigCalibPattern_H_S79			0x0			0x44e			0xff			0xff
DigCalibPattern_H_S80			0x0			0x44f			0xff			0xff
DigCalibPattern_H_S81			0x0			0x450			0xff			0xff
DigCalibPattern_H_S82			0x0			0x451			0xff			0xff
DigCalibPattern_H_S83			0x0			0x452			0xff			0xff
DigCalibPattern_H_S84			0x0			0x453			0xff			0xff
DigCalibPattern_H_S85			0x0			0x454			0xff			0xff
DigCalibPattern_H_S86			0x0			0x455			0xff			0xff
DigCalibPattern_H_S87			0x0			0x456			0xff			0xff
DigCalibPattern_H_S88			0x0			0x457			0xff			0xff
DigCalibPattern_H_S89			0x0			0x458			0xff			0xff
DigCalibPattern_H_S90			0x0			0x459			0xff			0xff
DigCalibPattern_H_S91			0x0			0x45a			0xff			0xff
DigCalibPattern_H_S92			0x0			0x45b			0xff			0xff
DigCalibPattern_H_S93			0x0			0x45c			0xff			0xff
DigCalibPattern_H_S94			0x0			0x45d			0xff			0xff
DigCalibPattern_H_S95			0x0			0x45e			0xff			0xff
DigCalibPattern_H_S96			0x0			0x45f			0xff			0xff
DigCalibPattern_H_S97			0x0			0x460			0xff			0xff
DigCalibPattern_H_S98			0x0			0x461			0xff			0xff
DigCalibPattern_H_S99			0x0			0x462			0xff			0xff
DigCalibPattern_H_S100			0x0			0x463			0xff			0xff
DigCalibPattern_H_S101			0x0			0x464			0xff			0xff
DigCalibPattern_H_S102			0x0			0x465			0xff			0xff
DigCalibPattern_H_S103			0x0			0x466			0xff			0xff
DigCalibPattern_H_S104			0x0			0x467			0xff			0xff
DigCalibPattern_H_S105			0x0			0x468			0xff			0xff
DigCalibPattern_H_S106			0x0			0x469			0xff			0xff
DigCalibPattern_H_S107			0x0			0x46a			0xff			0xff
DigCalibPattern_H_S108			0x0			0x46b			0xff			0xff
DigCalibPattern_H_S109			0x0			0x46c			0xff			0xff
DigCalibPattern_H_S110			0x0			0x46d			0xff			0xff
DigCalibPattern_H_S111			0x0			0x46e			0xff			0xff
DigCalibPattern_H_S112			0x0			0x46f			0xff			0xff
DigCalibPattern_H_S113			0x0			0x470			0xff			0xff
DigCalibPattern_H_S114			0x0			0x471			0xff			0xff
DigCalibPattern_H_S115			0x0			0x472			0xff			0xff
DigCalibPattern_H_S116			0x0			0x473			0xff			0xff
DigCalibPattern_H_S117			0x0			0x474			0xff			0xff
DigCalibPattern_H_S118			0x0			0x475			0xff			0xff
DigCalibPattern_H_S119			0x0			0x476			0xff			0xff
DigCalibPattern_H_S120			0x0			0x477			0xff			0xff
DigCalibPattern_L_S1			0x0			0x300			0xff			0xff
DigCalibPattern_L_S2			0x0			0x301			0xff			0xff
DigCalibPattern_L_S3			0x0			0x302			0xff			0xff
DigCalibPattern_L_S4			0x0			0x303			0xff			0xff
DigCalibPattern_L_S5			0x0			0x304			0xff			0xff
DigCalibPattern_L_S6			0x0			0x305			0xff			0xff
DigCalibPattern_L_S7			0x0			0x306			0xff			0xff
DigCalibPattern_L_S8			0x0			0x307			0xff			0xff
DigCalibPattern_L_S9			0x0			0x308			0xff			0xff
DigCalibPattern_L_S10			0x0			0x309			0xff			0xff
DigCalibPattern_L_S11			0x0			0x30a			0xff			0xff
DigCalibPattern_L_S12			0x0			0x30b			0xff			0xff
DigCalibPattern_L_S13			0x0			0x30c			0xff			0xff
DigCalibPattern_L_S14			0x0			0x30d			0xff			0xff
DigCalibPattern_L_S15			0x0			0x30e			0xff			0xff
DigCalibPattern_L_S16			0x0			0x30f			0xff			0xff
DigCalibPattern_L_S17			0x0			0x310			0xff			0xff
DigCalibPattern_L_S18			0x0			0x311			0xff			0xff
DigCalibPattern_L_S19			0x0			0x312			0xff			0xff
DigCalibPattern_L_S20			0x0			0x313			0xff			0xff
DigCalibPattern_L_S21			0x0			0x314			0xff			0xff
DigCalibPattern_L_S22			0x0			0x315			0xff			0xff
DigCalibPattern_L_S23			0x0			0x316			0xff			0xff
DigCalibPattern_L_S24			0x0			0x317			0xff			0xff
DigCalibPattern_L_S25			0x0			0x318			0xff			0xff
DigCalibPattern_L_S26			0x0			0x319			0xff			0xff
DigCalibPattern_L_S27			0x0			0x31a			0xff			0xff
DigCalibPattern_L_S28			0x0			0x31b			0xff			0xff
DigCalibPattern_L_S29			0x0			0x31c			0xff			0xff
DigCalibPattern_L_S30			0x0			0x31d			0xff			0xff
DigCalibPattern_L_S31			0x0			0x31e			0xff			0xff
DigCalibPattern_L_S32			0x0			0x31f			0xff			0xff
DigCalibPattern_L_S33			0x0			0x320			0xff			0xff
DigCalibPattern_L_S34			0x0			0x321			0xff			0xff
DigCalibPattern_L_S35			0x0			0x322			0xff			0xff
DigCalibPattern_L_S36			0x0			0x323			0xff			0xff
DigCalibPattern_L_S37			0x0			0x324			0xff			0xff
DigCalibPattern_L_S38			0x0			0x325			0xff			0xff
DigCalibPattern_L_S39			0x0			0x326			0xff			0xff
DigCalibPattern_L_S40			0x0			0x327			0xff			0xff
DigCalibPattern_L_S41			0x0			0x328			0xff			0xff
DigCalibPattern_L_S42			0x0			0x329			0xff			0xff
DigCalibPattern_L_S43			0x0			0x32a			0xff			0xff
